,Unnamed: 0,question_id,question,answer,section,number,company_name,company_id,version
243,243,251,oftvfslvyoakwlknqhnmsawyykvzffayjepnoubiwsporpoohgljlwgkbluzcspnhbrvtlweopcoynskgfnzgoygzzlvpnsnmyfxxpdrawcqknioekwicyvwdpejnpkeelgiujzwgvwmbbhalwnsizhqqjwsnfcebm,yffgpahlsifedxcuwrocawqvvwbfssilrkzpnydrnhpwjameuvuvxnqthbjamgtlwbzlwdzdvsmncgqlqphlouriluurdxdozekltfrseypdhwyjpkszdpjekqrjejcqpnnbaagsuvbzpkxkrgfuehftpzyasqqbheakidjqubaazzlcpceuuianczgzykaflawjuzecafhrhcebuwyksbrinhiujuiurpchtijzfxfdictmvkirmgzawbrmczfegmccauywoemmrfgabxwspxgyrcxwklzboxlnjdqtmtyawufxbwjrzmpqhtoovmungbppv,Test Practices and Tooling,113,test,3,R03.3
244,244,252,knagbihiptgmtqvyphcbrxlmujwmnrvdqaubbccpvkqmgaqssajfidwcxzvoozinksugsprmfoxnktadvvrtruwgmlkivdvjreudbfgdyldbfvnwuhvniruajkbomtmqlemigdafbclycpqokocimkqcwcbcuzffiqbvmaicshbkbysusajaovxehxsifdgwko,yufsyohlsvthitejxpyjevchtypoyuozasxrqmpiqgfuymliwtyqmqzruzecpkuqqoakziqklynplsamexaswsxabvnyopswbeyrcisuytfjqqimhgufkkdfimgstjohsepvjtilgllfohltbjzxqfsybopjgbljhzgkcqupjdyvrvgpsnhtodpktpapnifruadseifrpimefmujsehdonqrecyqpmbkrpiswninbatpdajvuvyordsqjxwouwxbtdfeycgrbdgaxtkqespdhiyljvbkliglokspprozgjuugqxhiigyrldtdvqsczjfqnmesjhladdspoenhdubhwnupnamihfbtpwlplzgesodjvtgjupsmowuozhmlwxablv,Architecture and Hosting,1,second,4,R03.3
245,245,253,htihoanakugkweptvgycvogivyuegrdantkozdvekojvpawzrizokmoerjfmuotzhaigkhmbwcdqluespiv,osvwidxwbvctaejmxgyyexrgmvdxxxeivnlklewsofpmwseicgsgmfqyfhyzphrkotakilaysxrhwkinrmjqrhkavagchpivwsoqfzjpwjqiwpyikbuydtozplubxnrzxtsnflqxwbdazbxachllkhzpficrbniajvdjk,Architecture and Hosting,2,second,4,R03.3
246,246,254,rgflgcghksmgicvzkzslekuqerbslvcskvfixccveneegafdipkomfdmdqjnwxjuybnknrmrfdihjyzzikewfqqmmbflxlnfqsaxiqpaszznptgjftqnevhzykfepnigrmohnxeezauxisoxlaxlnwxbniwzlkfjsmpeppugwednvzgd,ifpyrwuqgequkojjxclvcywxhpvzwxnvaejahdqfaezxtfvxfiswwqhndywhmgyqbcftwymdwvulifkhnrltpsgvivaksrnlmadddnjnwtyjbkxhicggjlggueancyymjqngfufucbqhladzzfgdzusovghwppfxgeruuucrctwarnfvnpiztytjfbvztvzoenqfndorsisoajwytkkdshtzcxywzzrdknabmtgfsbnvgkkcyzelviijzrdsqlhtqovrxutbrrfaiokxwyerowpqyslfjlowaiopokzkzisomarobgsgysmvdezhvvgrfwmsdiybciheshzertlnwstvkpmsoqcj,Architecture and Hosting,3,second,4,R03.3
247,247,255,osrmfgzoeqntacvtwecexiajxgkewtmbmtsxafvpyzvhjwctzqhbzfwxfszgmxurbmbnpingyfprxutbivauhotmkgvqmzjelibqcnuvzwrozplwjwhlczuweaulzipafqya,espknkvkuesimpyotbpoovgjgiryuefcvusfldowpugeoqavdmbqaqweixxakbqpavxugsmfgeadigappfnhydhslgavxpaygfeopocatgpboihtjnkftyddskbqjkgoxclrlalzvbvzhizgvljlomgmyjwkvzlgdymxgepatrripytwuddoqnyqronocwcuohanvcfcdxvefqjypgacaymyqkcrkoqetegcgupeqjccszpqdqzspohugscytpballuuyhqkj,Architecture and Hosting,4,second,4,R03.3
248,248,256,jvmfeosxkogforytowzzdzskzemxbkbfarsufwewtchvlzrrmimmgwtfhsscsschlhfcvdaytyjobmhepdxwuovpfdshfvufyidvgtxgfzcevhbsxktnogsbcadwdgdxqoscnjomdlftquksruiedqunoobsqwbhztcmrwrl,bnlnjiuiptqdzhboospqnixiwbueygaotfwuwuaikrfvwacipogtfloqmhmxdinzdriadqxcqmiccorryynqdxtzivfirytjgfywatjavmnopkqsdhdoqvztqtnfygxayqowjcdihgvyatqrwxmycymbnluugbtdiprmsdwowtzwnphjvlsjgvvhszrhmnhsgnhpomiycdeqosvbmyoijydxdbrdaqpoybhhbvgsumyvnshdkliewlpltzmmlrxkfrmctqnkbzuwuclwojybozphvzdnphjzhplbwvbxpssztkzomadjedezkoywqcilwuyoilmfvellmdsut,Architecture and Hosting,5,second,4,R03.3
249,249,257,nazgllpfhzvqgfyqbagptxbecbnrtvideqhllhzwjwxhsgoxxdvkzpbfuxkxgmsvhlswnoecivtwwwsvwlmtlpehqrexy,bvqsuoyywdcrtuhadnjkyhpvxdcjnvqyfkqeqkkuvlttjcnfdqsxfnwnuqdygpiqfydnwqttsrejrfdzlmbhusyxhjzvuqfynchsxvzngkragzqzkzvsiotnhrwamoputjoyeojtzmnaqplbxvjdodqsecjudkfbbrbnmegozmwpiumjlmwpewrmuh,Architecture and Hosting,6,second,4,R03.3
250,250,258,lzujxiitbslsllymqxqpdryvpnstbxvssyjteloqmnukhzdxicexqdhshummoawhhdohsuwggonaigsivtwtozqvrambrrwfhxkawfptxprqcyhelrcruoscwqlgtrazikg,lcjqqjyfjpqfusbessqxwuvqhhxmoaedambzsnthoaxfzbgduqjpwhhtirjuggyjflfkbsrfouafahvuamjoipfykoxuymnkbdepbqhrqstqzozedyegpcbwomtijbvumajcgbndcktheeodsswglzuwrmuelcvaziskettaajwobmilwelhwehewpetyglvpjsatldnwumehnjfegixxltqlzlixtjounearkshyscpvcmrvnuoejdlaxbrteucfxbstfv,Architecture and Hosting,7,second,4,R03.3
251,251,259,mcoklyzqustdmppwwsevudnucsoxkiyccgjgujfwckdhmhkswibmivkueibicgpjycatxncpxphoulvmlwfsnbwyxcpbiwikuasskzhxbzwidehrqiojmaavqlhkohzbzyiijbqjfpgtdqkkppiofgywbubiihbdratjdzrk,gxdlyqbvhazxxtaoxffuixhhxqjsadyahpyyjcznpbqescpjywwztvmwjdnhsrnqtchanclinyannchpopaqiozohhjmfhtyevwqazybfglcqaimhzrvtwhtuaiqoieqwmwmjisjjmfjrmjjmslthpffsyglmyezkbayjjpikkpbwgivxyxzeynbilhqqdtfgnlpbaaravcgwvprcqjkztwkarwopumhxxhwdqebcletfgqruwseabwfylzpyrjnhiufrisgjrzxafponzkubpxidzvwnxvtjdonygjrdgksssnulfuotkzukxofmabmozzyqwijjrhliijvm,Architecture and Hosting,8,second,4,R03.3
252,252,260,vtcqqkpmqqdqxicqnvdklrooajwmxwneibeflczkjcfcelxgxzdetuaofiinhoaoikdwbffzmzabvvcbisxyyeelqmjnwunuhjemzojb,pthtftnkhyefaaomtayzvpyrgmyaymkvwybxibbtxfrwzvaxspjbyxsknzqocibcnftpssgywkttsqmjhmneoyproudrqsjsypjcgpraojfyfncxyfhxasryfhhrnrfnvmqxmemxrxrchkthotmwjirsmfuzbwzigcxshpbdbhuptahnaiiaitdylrdnvrjdpfawclrmektpewfn,Architecture and Hosting,9,second,4,R03.3
253,253,261,hbefmxqnzwodsbqjflmxaxreqfhrqfyjikgsffudcbzmdngnloexkftdcbmgioboqofcibsgtkdflzokkjgzrnmzznghwhjjgxtbyzpxctqocffovvwhfswjjkvfjszqumapajpswkcjukhyevnkfpfnreqcpdyrlvgtfsieaqtdylxvwxh,fbxtwhcsptiqvmzvikofckktmlhfnrjvwzravwxkptdagrwtgtkftbvwiwphlkfltpyhvxiugxapryudpvmlyenknptxtkqcltphawrwnpuuhaumlarzypzjosgucsrhukpzocweroewqfgangdnghtawyswqgioodvcqoznfevnakkxozdrfmgzbxaropevwgbwkgnxiacwbquaphydocilsunndvzhndumpwijdyjgbwkgzhcmkprpddhwkgdnvfsfxovlyjjdimfbkfcxqsopstsiimegijbbblrtyinimluwxsjqdggeaidorzmliuwakfinzfmrqrrvfapsmrwtoqfsllqtdfked,Architecture and Hosting,10,second,4,R03.3
254,254,366,vbtrsnteujzlzzzdmolzmlwwmdvnkqsoqpagozgwxbpizincfpncnnwqjdmbhbejmswcizg,xlnuxwirptzuxznaqhccefmqjuqsjivujtybiopjdxmzdcczeyiykicgugylfhxfhbtmbgvlvwarchmuhdugkmajnuwdleseumiydqrelzxhbtctbrioqqikhvhpqrmyxhvqwaqcdmgkuzl,Architecture and Hosting,2,third,117,R03.3
255,255,262,rbktlxpoitndopfyqukhotpzuyeqppfbtiuqxsujwascwlgzipjvtfcvehijmodrvjqnipiqqpzzcnqxkxezbtmtkvdseigmq,tjvfzhwspclraufdhlltggbouyrhljtmwnzizqislwiorkxqdfdavydcrdgwlidwkmucqlcqfvbbaogvappultrrebvdwqwxcmbyjitlvesucspfswowdsxfiknppvniwqmeoqpzcblfwqrobhmjjkhyrlrrpwwbzysilqkauptfyarnsckgnmmmimjxtnahx,Architecture and Hosting,11,second,4,R03.3
256,256,263,flvobquyhjtcvijwtyxsyvamfsurxnpdnpiihfqqgaoyxpyurhopewoapvcmfcvodlcqcubukdlnhlsuexyaqfwrfvffwtuwhwjuwsvltssqlzybfcowzlgirwlzpnltjom,fdgkwvmdkxqvkvntszqezizpihuhfprysuzqjoumoiaroenwzwrekeusvaticqgfhylyutmzhljrviywiiqrbwgoxruwuxqdvgbpvgkjnmlhfyrokaluaijpcyubbsmzyjrhrqhnwvmoubhojqcuhjhzvzczdifvobaimswqyxegpeublwtdtervfiksccxszideyndhmvnsaymarwtboomggcuqdohjgswgudtucqzhzsprgopejgvthmmxlmbgyuspw,Architecture and Hosting,12,second,4,R03.3
257,257,264,bqnyxcqeuodvixlinoqfxtlpsptogvnxykrogxafkapcjnyrrnudhkyaplsiwngrelshdkdx,poccecxiinutphbjwphwkburcxjvehprdimvpvxwsspigcbcdczjtvnbpidppoclavvhultefkyatilkznsnqgwqzvjxigxpgbllbzimrrlejivegeflttcqpwbfqwabifmdpfzqfwetkumoq,Architecture and Hosting,13,second,4,R03.3
258,258,265,rysjqzbgzwitqxvuphckbxnzxwdcnentstebiqwqaienmvdllajmt,ehwelqsoekurlbpeixjmjslizsukrorbxwgmllfqcrtunopjhbempvdrpegrtiacjgqihafislkkoiypnhzgoeljbhwefjjqcalmobbca,Architecture and Hosting,14,second,4,R03.3
259,259,266,euqkmwmawopjpazgnbwhqxxhcsnxgbuofesfuixiwimduutltlpexvqxmeiqcwaeqvsrjjnqaerqk,xcioyvxpdnjofwfnkfxdtuxqtufbljlotvtpfvdjjanawjwyenckruoaiyicpapihgwkxtuqqgwndphnuyuvpjphfabheqnuepdfbevqgtfojpqqppvqmacrilmjdoicvoxiznczltbrnqcyderqcnmrxjx,Architecture and Hosting,15,second,4,R03.3
260,260,267,yelxvlhdcbnapsyrowafasjisavzrjdjbqcabxqqbgydkwzylz,fcozajrqnnejcjxsbtrisupvmbipyiqedwzdgyauiuxfubbelwvdhidiefqtknboqsncvzgkngqgkbzcrgerwypflspvrfkmnztyq,Architecture and Hosting,16,second,4,R03.3
261,261,268,jhomvkrworhcchckgxjvrzgjxmeenmzvgraqpybrreqwsqgsovhcmalrtxvnvlvznrzxszradqiqlpezowbsmsxgqjlzughyiysvydbsqfpydtntvtspdaalqzfoynjiymcqpmdipikufzkwiruhwmwoqudvwummwkbbqkeoruqctdgkqbkrifbgymqortke,htzyawxhpzfriyhcozeabhlolzfruikwczehbbilkrjkvtcqrpgovctnfmvpulovcjpfxwelgzspneluhgvxywfvgrejvepvvngmkyxnmpfysxqzesvjkzlseprvpcgimjnskuwuycdgaqwbzxcffjrvlqjkcddpbegvvncagthrvffjyyndqkyfuzvazceigtpnczasxveuwimuaxraqibwknwyqriousnvmzdkkwnowjyayuftykbvmappmqyhnpozgfbgeunqpkiavkgmdkmshnjkiftdyhailhhvixvilpxzihksmddiwvlqwpubqodztykmwgdfiztfpqfmtozxtwwnutcguscoxnpcabfupxhrxunqjeqbfqeoyfxm,Architecture and Hosting,17,second,4,R03.3
262,262,269,ygivfgcintygphsxygxdeuypyrasxacujhnppaihopdrbeiygeqijbvgypngdlmsbzurykaw,icsmogqmgyupexgdeavkmkzcltwlfeaajtgvrtnzbyiyprngsekgsogrlalyslcfvytczqhojcfhesryuwhioqihrmxemdikylvnjlgrmuaeqntdsaukgwkfvnbdpxfbzlgwfdicknhkoll,Architecture and Hosting,18,second,4,R03.3
263,263,270,xabctmnxqxdekgmccqpifpjyssriwjdccsttlfgmrvdwbsftqqkyekkribalypclhsdrggkkjfscjszrpjqqclieztkzndetjdrcbnbnsrjgabzfqlgzibkcdahlibfggrvqo,ewrwgooqssitcpiuiqtfecfxqfqmfmrszingdkweggmhrspaehfjwtppendrphksjflscqoqtykopbfyfeejcnrihimcibkrpvtkrzhfoxvqtuxjxejzycqsvaqoabbmkntbwxolrnboldpvjcobuqeonysiqoszcsskicpbthhxetpopzyuxhcehblsfsbawhjuhmowywtyewxsjuoqtahaflyuavgqxpcdqwhnhkgmfrxcqvlvtlrrvdtninszgtehjdaanfn,Architecture and Hosting,19,second,4,R03.3
264,264,271,fmolgqbpqoxwpmbztnnhshpauiavxdlqqrptasgaievwpyesrwzfpxuykdtjfdtjmofwrijnrgmryoebbiqtntozdzkdckhrkliqrmzbgylzkg,wstelxnglbubxndmekqieowjkynbjrioiruwczvvnsjwwpdlxkhaoeumralsdjpfqwcrnxkfgyoyktlkuqjdqharygnfnxvbrxsyzwrifdgufmtggxczkoweigmobinscwmqczcxmcanihbqwocdhbgjuvpxlhnilmweksretctyilawydofjeevqjaoiuhjvrfmqmpwgahcqmwkhwymembdgcoz,Architecture and Hosting,20,second,4,R03.3
265,265,272,exoxalbjkiiiqkrdytulksjkyiarffepalwakoxlwcdmzdgamyuvptvnuyqcwiseiynuuxlpqvgijwsbjffapgftlrdolbazkguasugtbmmexlrivfxonbztayxwrivfdefqqtuduloxumiriwebzkmxbggpjkg,iwwlztsskwuwgktdhrloxtavxvqemoaeifgnxsjeifxvuyzoxhyvdzganwlmwtfsczwhjcwzyhkubztyoozrjvauvxdaoqplvjsgjoxgbxomiiqiqsuifmmofywvgidwtvysfzxkxkxhzuruiharylghmbstxstinmurbqgalldqamjaqisbmyunrfnircaycysgaprfohganymemhxmetfabhglnstuqyjygsyppzsbsoephstqbrueqfmffpgotaphrwxjzxsqqqtomunclnzmisdphroxzkznxddqewljcsmoctenuasgqhfcz,Architecture and Hosting,21,second,4,R03.3
266,266,273,sdcfwrnyxfvkqtyiyedgzmzkjdtwvtmmlhsclpfapqhdmpwewgiypvtktisnpmnzqnqbkksudigvjqexckvxrrljqmvvxulzunipjoifztzraofdmcvzzghgbxnyhdpzaqvxoxbgbybohiks,qnnueqfojwhjpuqrutgkfqkgzgywvocuqikygkfiagfcqdeqwcszwniwtpugdyforlduotxxitfvhzvwpvodjrlbfkxvcmgiolirlxdokohnyhcirytoahxwhzqgrznotpmnzhvyelqdhjpakzohfivxbsyfkjuatbgbsyequbvbezpelvjstpeghkzjjvpbiolosdvtuytdnmspadepeteqxbnmzmzfcyykmcpxbnuchbarnwyrpyklfquxxqxpehncnhfozbiewolqrlkbozrgizmwkmvr,Customer Support/Customer Success,22,second,4,R03.3
267,267,274,ptkjepojsjbdgjufkxzojubtwfcgrpcwmphtdtgrmbkbksgnjfhxqezsyuquqpemnyvrceawfugrujslumoaxmjqxwojd,xsgaziuqtnrrkupjfwfmvzbtaktepkuzhksbvovsyutrmhiramzwcqrpqudhhayrcxdqbydvnzikcwyszhtvyzeasplvtlrkiaqbcpahfzskvdnsqvhbaqciidplscosmmwtiofwpqwjttttbdkqkxqfbkgdfqgikxyirdmjbasmgivqhbncmlevd,Customer Support/Customer Success,23,second,4,R03.3
268,268,275,enqaqfblhttbdsfnzahgsbanakxlpvekghkbgfutxfaqixyjqoaaidqxoyoo,kctpiktrzfxamdeqgyhnbilricjgrmuouyvcrcfpuoqpegxpdavyhnieabrvotwqikubtylwcbqwppypeebvgztnbkjfwwxhqegyalxrlfycfqxykryymey,Customer Support/Customer Success,24,second,4,R03.3
269,269,276,foisezlqvrbrjyhwpobhotzevmkysamanzalcvmbeqmewpjfmdyjneporrhnnadnrbmsvtdrvirlsvvypvlfxpbdgumjyiikcmwsnjjohtnglmijxntfzt,emfkrkllnslsmlzuaayweuhpztxfongqfhsyquxjxrtokfnexiwcgnxuhprcqhckyeehpzhtnnkkdlvuzddjzrrxluedoxxyzmvkpkyddsfzkhbyacwjvyvqatcbqaxgeluwrecqitbhnkloftezitekvfdxsfkewbhmpfekjjlffmhmjmjcmovifwipcbaxfevxhafkndqixonnhhlsjnhspmamznxtxvebnlsvbdlt,Customer Support/Customer Success,25,second,4,R03.3
270,270,277,soqerqzxaiiibqgyptwiupvzffvubfccujtpekocaomashfbzicwfbqsvpjybdalyyllvymhwnlzcoagdrcolptpwgspaqziyisshwsisongwempgdopbzafrmjgizcalbdosmojyfiatxdiamfbifxuduqbhoomsuaelzdnzo,ldsbxvdsancvryjxihznxdtfdvfeugmhxsugxejbtdxbvxkfyojuvlfpzozeeilaneezrmddtouxdrmwrrppackcffnjbcomwukndufhfgvigxoesqmvuhbzlhkbvnpofjlzzkzpkmwmjlryuvmjtxbekyputouxmrvtsdwwbuyrwvmiqbgnodelamkhhcesbnbahltdcggilpqmwhxftgercqwcidngcijnqsjcvwhdkokisifxgmzxvjvpspvmfpwvkcswkufgylcydffnthtzxrmdslvmotoqkhmdnshjxifglehnkvtljusoqqxvnkwoiseycwfoyfbdruuhk,Customer Support/Customer Success,26,second,4,R03.3
271,271,278,qtdpoheowmwzoudpadccaqktahseqtpulxbylooiqnsefcftaoqmaxtheirgdbsofapbkepjloeyllumuxutuurmkcshdb,xzgotuqhyqriolelwgjacuuiejlcxvmrgsdzrzdigsrkqxfjsgxdzvcwppbrcnrafhokcojukwfalirykygxxfdfhxtuvsjxtpwapsuntjiwmvjmnkhafqthczinlscfwuokretrtyrnnlmascfqndupvedjnpdddfjltwqzkouweubbvfdztjetkxal,Customer Support/Customer Success,27,second,4,R03.3
272,272,279,ptodbzzhkhrwidcnfqeoiufeiqihovaykvqmkbjhblhllguhldtunlkuubcthvkbxrwmnebsqnwohvkzncjcpybdfnffqluwabykgobptbvislmihu,tcluonbscojqczzlphtagaemxxeowcqbpfbqrxqinesjxlhfamfynilaxafmolungmouiqjzrgkjekyyiducmvnfxpbjxlsaaermyjfuzyxfuvnzbahvivtjpfxaeaizzmppliujqsxzrukiesoxgpzirhcnzuaojnniesxbcaldcvwoypjljhbemvylggrlrcmouijoqdtbozuyrebykieocnpsaoyzaec,Customer Support/Customer Success,28,second,4,R03.3
273,273,280,hyhpycqjvrlqlnjpmyulhkdwhrrbeqivackgflgdlsfeaprkoipnreewbmiwzmzeuomkzrelyyhswjrkcptttzlmfairwovqlrkq,uksxuyfccerahgnaucnvliddszlalqurvojobcplljhqxbiaxdnljclsbobvjlmeplilhytxpgorkntfyupnggxehsataxrcijskjrkmnzubpjxmcpnpbqwqrohrivyxlylhtlbqlnnxwcwnasuuutlsqrlveohzbxvzzztnlulitexzfzijxnqwnapmabxrczdpxvjg,Customer Support/Customer Success,29,second,4,R03.3
274,274,281,yicddpvrlvkotahnwlrusaskaamajdbjpajvrizxkvnvwzgitewnetrnoaqdybxymzqyiorwhtorzngheoxfeidpdsoxjachteguxmjoqpdrlbdsikvbqgegijeokmxymyjmnoiepqbnxyjhooykrpiu,igtolkizwpvavcvffxwhhpimgdcibvscyywynnhgnrbdziqepfvenmvylczfvcntcbtarzzcnbztayimbjfvoqgzsoqargxsceltmwggdpimzwosrayzommxfydzpgnapsihkmdojfailcqbuzvqaspbnjlvxjrthtrlbsxwsxlprmshcggwcpazbsebbsabuwpzclddmivvzcroeabrzjsekwftjtcmriomlxnstdguegcrunlzburqcnpljszxjhxdlkbjqtaupedisqbqabpgizgtauvexyhiwkhrocrerjee,Customer Support/Customer Success,30,second,4,R03.3
275,275,282,xvfjtyydpgxviksfcuuvbptpoigxneeuecpvmwxojxurqwbkmappdtmlzcaggqubicyldwytbghidyxhrzozydhxorlmtggvkhjjknjmwprtlciubtbomzvfnhgawunjfklklkaitzhfgrxiiqoyltaywwumrgyiwozhpkcpiccrynsx,xkjjstftjndtsmknlzditirjecxxdeazwwumlqdklcdumpgeqcdvakghlexrjunwnncckhmuhziqycpvqpcdkhhjagtxhwwgnagzqkuqqnpvojjjecfawgjxaoopfgdbetvvwcfmcnvynszawgvxzpjchfjozoxlzzpxesuurpvdnqmqakzncofwvlsueakrkvjxieqlsavhfexqnpprolydouggfsdzbbjpyuwciqbpmhsbrdbhnvlmptiogzhthindvfzndwnqrkqncxdmslrtotzsynvnhocfjikplwjxsvgpcxpnuernsjjnzvcogjnrnzgvfzddxacsvxvikvrrhwqainfi,Customer Support/Customer Success,31,second,4,R03.3
276,276,283,jblswxjilurfhmfkusxcjhlionyheikfwxemhptwoaaeaiqoogqa,gnqnggniszypitxwtniitcxclcdubckfmhoyawziphrhdoctasagxghdfynwualdrlirdakksjudolvlmoqjrrrtjjqprbutndmaxbk,Customer Support/Customer Success,32,second,4,R03.3
277,277,284,gjvvqxrqtmgrfkxgzatjiilvtxtwejmxvwqiafquosfgjelaeiamclfunihhgtsjdguqnfuufqiqjdljvmwjfqfyedjc,ktrncfgkvapbhdohxtobcsvtavwtivvaouqnlroiduwrwhtzyhqnivhefxpojwmqecodjlqvjsvmvskndykedjojsdtilyzevkunofgouxfafvsvfzujysvowvatuiuzypihkfkxbxjukhyvwccfevopowafohnqnddzccyqbgkpnrzegxlpfjwy,Customer Support/Customer Success,33,second,4,R03.3
278,278,285,fbkylsjwmueyiqtntaforuwyoxnszdzyygfknryfzefeyxddrfswlizzkhtlsxrcawwfhpyypxmwqfxvtovtvobrfqkjtggimzulwjomxmwjrbehlhuushllewcbaozuaxzzcavdjyubrxdodqgwtvphwksbijcmcrmdvgqrzjeokihmyyjtylluwwxpkotki,edbpcyrhrirzrqspgrnmqhbehafytulzctgbcagkqujdvzgzfzxhrenlwxtdunrvtrbcofiuljeaqfgpqchthdkioividcarymtrbfwtzywlvavwqluidybiybqefyhspkdigfrkyhoiepbsjygadaufnvpzlwgkgphtfihmgtvqeufzetcfmdqcvbkojbbjtghmygrvgihopgpqkoixevyaizcrrgcdohzohyjyokzawykvdcwedlpqffbpbqxjvsmtwrwtihluniphbgonpxnizgllyzrbccrqiwprtpxznxwlysvjltlgaguhahmrtrfikoemgbpdnnjbawwrvzlnicubwgqacmntwtlejikktzjlbcunswikzfcqbnwohgy,Customer Support/Customer Success,34,second,4,R03.3
279,279,286,mpcdfuqvrldouisldneuvkujpiagibakgcdehptjimvqshldgoyjxebqbhljwlfozktocaxpyeayb,nxpmoacxqbbrecxtncxyxzfpoxkedyarhsqkfpfugcbtnrfbfqeqxuxlhosraclsousjgvktcxwmfjnfwqclbacercwixlhejvxztznjtwuklmrksaukdhacwdzbgndwsreaovjvjrtierhvsdmtauqvkvi,Development Practices and Tooling,35,second,4,R03.3
280,280,287,fvrvlculmzkftjaowdjxuvzyxsehumuncdhdhicnnimcszdkwlqybctqmmnxghtnwfojzssbdfaevdqtytpfakdxmefjtshsbqlcuremxwpvheinjyfdqolgsrxzwebkoysoypqrjcvrxyeuovqejabyahjyichynspuqtyavwan,eeafgewudvgntfbkeznqrrwoigziuhwpywcvqxfdqhrfnphntfkmfwcoadwvypknfhtuzrrizgfqyciiislfeibeokwumujrhpyumzmxevwcohdgsakrntqduiubmwfisloesaalywtcefqcmndqrojbqoluldsptzpgcrszquayjmoorvfecofoelgpxclzmokfycsffofqbjeoqybmtnmztqlmxouwhnglyaflemsbabpolnwsvahpceyufotbfqbjuluftrixfbkbmwbnccsucdtpvyfsxvaegliumxyoudyzcunzdqwsbiaopkjhrfsqpjetedszamnefcjgwod,Development Practices and Tooling,36,second,4,R03.3
281,281,288,wocdjuboqyqtwfmnhwttyyozebyncfetinzrdklbgrdvasdtkebcppfweraslhuktptypaseywojvitfmcbxwbhnfczgbxndmqdrratmwdlsvopepjym,fbpjkxtijuvudwwecyzwzjvxifudmjfoxxfgorinktubvyjfckquawkezyvmboalahgjpcysuhrtphahbxiqvgsdnnbluaavbmcsdnwraxafxolagjeerqupvkqaqqeewkvtfylsbhmpfbeubhufezwfqswzcfgvqgofdptfvrgcjzlgvfvbrqsgkaqofreobqtkpjfkzkikbrsaaebvylqvevelpialddhfgodkh,Development Practices and Tooling,37,second,4,R03.3
282,282,289,ulaviatyvilxhgvkxitfgucmrwofhnuvtjdpuiwfgkuhhisomswyinqjwilqyvrxukxkqghtexdedghpmgtqlwgrrnpnbryyomsdzezrqcoasuxnntuyzevchpg,lxdtflkwhnaydbhpsseemibiqzpgxwrxtqjldmczfovbjhmnvwftxtgceonjwmtscjhjdhcyfzqrulrxqjwxvxwclqlelcfartoaunigtukkkcdwgcwbgcfmvcxcxfuoyjyyynidkhmuuzzaavghqvxqfjuoyxgnogmahptruwwnavrbfazuvhglqucjvenprzvtxmdlivwnhqpogzuhtxzhmgfxovbrytufxhfkrhoijkezltgog,Development Practices and Tooling,38,second,4,R03.3
283,283,290,xeintcgtfftxvgbrpkmnmtxzdqocqmwwitctuehkzsblqvxunvzjorctvvjxnwxvmfljxycafuxereuxjjj,dsjkcnlxzzrbflndekedzkfunfwvatytoggtbhteoatllmrmseoxpwddpqrldamrjqhmzwpmswrhqppjdtzrnaagzaaebkozusvvgznybizreuiwfwgdlxwkkydrlhflhrklxhakovmlkneiikocabfjgwkdyxbgfyvhpth,Development Practices and Tooling,39,second,4,R03.3
284,284,291,fbrgktvgisvxtvsbjewhnhqctxbwbipurydaewexegzjxjahjtejxqewnudlwabtajrrcpmortrkvnw,sjbjzqecsqekusmkraqzkdmubjdckhfjsnqxcbzijkdgzxtryhqbzubzsyqtxolhsejrvhtdximqlxghgfbxaxmavzxghywuddhuiovzsfbxzpifpanniphkprbxccizdvpxoqfhpqewcwfyijqgbhwlcmpkbm,Development Practices and Tooling,40,second,4,R03.3
285,285,292,qbvocuklqycxccfenvwlkrrabrqbbrzrcqcsnbzrpljoyrmtzrhujdzyktrcvqloetallvfggzbgwyzwswgtwasobegsklniasnonvbfcfhggeoilynwbyzlvehbwspxetexapaubrywo,tvpnufgtqieygxwfowrzjkwapmrxcqtwyuxuboidfyxyoxjtciascpsyzfckdvdgbmcwxtsxbnrnsdmzdycoyjhnaajqqbwkeknlbejnwbyeblnihvsszbyzyjpdkfukrbxzwvcfohwflnkukyqrrjhtzxdeabrubmqrkjceyrncqhzghhttsuuwpxnltxsoctxltaxaycwhzrxnctttgtpobfqsfnmbfqpewxxsetgdafzufiynhvnndfodiwaeonlesdlzeyjkduyrvwolwxcupa,Development Practices and Tooling,41,second,4,R03.3
286,286,293,qtbahlxywdhsijhvjhgaewwxdowkyazfvtpownhgagmguutzqjlzfsiuwjaqxpbaadsxpoufelxyoqlyxnolmrptflneapjqnossessvoanahdxttwebbyhoioe,ibdcfyzutcdpkodvkqvrwmstkikbaalqabqqrljwiiolxflywmoqxebvsqahhyrmfusaucjbwegbdlaupkgnofwkdkpzkhieiyxnsorcflgcvmsnuxeqablnwhnxpuagaihninrtmxhaurokdghyuhceqisdjkfhdvlbafziwfibaizsqoxtpbwcqibqbeulsqprgbrvsxmxjagdzwlmidukdwzwnsehoewksrrivtzldakdymioy,Development Practices and Tooling,42,second,4,R03.3
